,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1027,601700,风范股份,0.18,-59.09,,7.23,,20272.6,2.53,10派1.5,04-19
1028,600121,郑州煤电,-0.54,-993.33,,-14.22,,-54425.08,-973.69,,04-19
1029,002708,光洋股份,0.09,-74.03,,4.04,,3650.38,-42.04,,04-19
1030,600867,通化东宝,0.43,59.26,,21.81,,49295.9,76.19,10派2送2,04-19
1031,600478,科力远,0.01,-108.63,,0.63,,746.38,-116.25,10转5,04-19
1032,600510,黑牡丹,0.34,13.33,,5.71,,27089.88,12.56,10派0.82,04-19
1033,600190,锦州港,0.06,-41.4,,2.2,,12906.58,-41.55,,04-19
1034,600015,华夏银行,1.77,-12.38,11.01,17.18,0.15,1888300.0,5.02,,04-19
1035,000926,福星股份,0.66,-33.33,,7.08,,46887.03,-33.48,10派2.5,04-19
1036,603167,渤海轮渡,0.35,-15.34,,6.19,,17082.59,-14.16,10派1.3,04-19
1037,603688,石英股份,0.32,-13.51,,6.25,,7224.89,11.7,10派1,04-19
1038,603608,天创时尚,0.5,-12.28,,12.91,,10427.95,-13.18,,04-19
1039,002336,*ST人乐,-1.19,3.08,,-19.11,,-47472.96,3.09,,04-19
1040,600848,上海临港,0.47,-413.33,,10.38,,23935.56,-499.71,,04-19
1041,000738,中航动控,0.17,6.07,,4.22,,19624.58,6.09,10派0.2,04-19
1042,600114,东睦股份,0.43,22.86,,11.09,,16038.61,30.0,10派2,04-19
1043,002100,天康生物,0.27,-43.75,,10.9,,24579.32,18.38,10派1.2,04-19
1044,300159,新研股份,0.2,-34.9,,18.86,,30075.48,168.12,10派0.22,04-19
1045,600185,格力地产,2.37,338.89,,40.12,,137076.5,337.72,10派2转18,04-19
1046,002783,凯龙股份,1.56,-8.77,,13.66,,9759.38,-8.92,10派5,04-19
1047,600381,ST春天,0.56,40.39,,22.43,,35757.6,350.59,,04-19
1048,000778,新兴铸管,0.16,-28.18,,3.57,,59962.28,-28.21,10派0.3,04-19
1049,603158,腾龙股份,0.93,-16.96,,14.36,,9283.46,3.94,,04-19
1050,603979,金诚信,0.63,-37.62,,7.7,,20495.52,-27.79,,04-19
1051,002406,远东传动,0.16,-65.22,,4.28,,9248.19,-28.35,10派1,04-19
